LoanStatus,CurrentLoanAmount,Term,CreditScore,AnnualIncome,MonthlyDebt,YearsofCreditHistory,MonthsSinceLastDelinquent,NumberofOpenAccounts,Bankruptcies,CurrentCreditBalance,MaximumCredit
Fully Paid,332222,Short Term,746,891119,11733.07,23.8,42,9,0,293683,717420
Fully Paid,99999999,Short Term,733,1803936,10988.84,24.5,NA,13,0,418133,1315666
Fully Paid,99999999,Short Term,743,1496193,17081.57,20.7,33,11,0,176567,276298
Fully Paid,440132,Long Term,676,1292380,4157.2,15.6,69,3,0,150822,219956
Charged Off,403414,Long Term,,,14597.13,20.7,51,11,0,71212,91916
Fully Paid,112574,Short Term,729,1555416,10706.5,13.7,40,13,0,86507,770440
Fully Paid,88198,Short Term,741,825968,3407.08,14.2,NA,9,0,112727,725098
Fully Paid,764544,Long Term,703,1697859,17685.96,25.5,31,10,1,300789,657118
Fully Paid,224642,Short Term,741,1056039,14080.33,38.5,NA,7,0,252320,1047200
Fully Paid,446336,Long Term,683,1117865,7573.59,15.9,36,4,1,148960,238898
Charged Off,447656,Short Term,732,1585113,20342.16,17.4,NA,8,0,309054,503316
Charged Off,261910,Short Term,675,1438509,24334.82,15.6,NA,9,1,74214,767272
Fully Paid,746372,Long Term,715,2302116,40670.64,24.4,NA,14,0,620996,1461482
Fully Paid,146982,Short Term,670,981578,25030.22,22.5,76,19,0,532589,828872
Fully Paid,533698,Long Term,699,1853298,30270.61,21.6,72,18,0,342209,589644
Fully Paid,316514,Short Term,,,12437.59,16.9,NA,13,0,413060,582560
Charged Off,563068,Long Term,623,2094807,35960.92,12.1,NA,17,0,580203,917774
Fully Paid,163482,Short Term,711,564756,6447.65,12.4,NA,9,0,216809,318186
Fully Paid,173316,Short Term,744,954275,6457.15,13.2,NA,5,0,327541,780384
Charged Off,133936,Short Term,639,347035,6969.39,15.4,22,10,0,68742,151910
Fully Paid,64526,Short Term,747,185782,4799.4,10.1,NA,8,0,72257,172128
Charged Off,47806,Short Term,671,835620,3070.97,12.8,12,10,0,48051,60764
Fully Paid,131934,Short Term,,,10640.95,16.7,47,7,0,136154,248270
Charged Off,147576,Short Term,748,463429,8573.56,12.9,36,20,0,88939,357588
Fully Paid,545160,Long Term,699,3954888,27881.93,18.1,39,15,0,163020,215974
Fully Paid,657294,Short Term,691,2270652,24031.01,11.3,40,12,0,405327,811998
Fully Paid,780406,Short Term,715,3369897,35945.53,9.2,NA,6,0,457710,1130008
Fully Paid,99999999,Short Term,743,2688462,32037.42,20.5,34,14,0,198094,749606
Fully Paid,43318,Short Term,708,897769,7391.57,17.9,NA,2,0,3382,4334
Fully Paid,44792,Short Term,723,502892,7794.75,7.5,NA,9,0,193781,358446
Fully Paid,99999999,Short Term,738,992256,15793.37,18.2,14,11,0,348878,738496
Charged Off,772772,Long Term,6990,3336970,41434.06,14.6,NA,8,0,91979,132484
Fully Paid,268004,Short Term,750,867996,21410.53,23,75,15,0,309776,1203664
Fully Paid,776864,Short Term,687,1629383,34895.78,19.6,63,24,1,481783,950334
Fully Paid,273856,Long Term,614,821826,8766.22,16.4,NA,4,0,146262,234586
Fully Paid,33154,Short Term,713,572793,13412.86,11.8,NA,10,2,49153,178948
Fully Paid,450384,Short Term,746,1166904,31506.37,20.2,NA,12,0,332918,687126
Fully Paid,662310,Short Term,699,1258389,13213.17,17.5,64,8,1,302309,562782
Fully Paid,353232,Short Term,712,823707,13659.67,9.8,41,9,0,117496,242968
Fully Paid,99999999,Short Term,734,950399,17344.72,14.2,NA,11,0,139897,217448
Fully Paid,221056,Short Term,741,954560,9386.57,12,13,19,0,117420,229658
Fully Paid,76340,Short Term,,,472.15,23.6,NA,6,1,15333,322806
Fully Paid,469678,Long Term,667,2250246,51380.56,14.6,NA,43,0,979526,1543102
Fully Paid,99999999,Short Term,739,3095632,41017.2,21,19,15,0,288002,508354
Fully Paid,99999999,Short Term,726,2311236,35438.99,23.9,18,18,0,3528718,10189234
Fully Paid,99999999,Short Term,734,652099,15922,13,NA,15,0,99788,687786
Fully Paid,319726,Short Term,749,952185,17059.91,21.2,NA,8,0,299725,778140
Fully Paid,460350,Short Term,736,888041,18796.89,27.2,NA,9,0,547504,816948
Fully Paid,133606,Short Term,701,2538343,18297.19,32.9,12,21,0,198911,342738
Charged Off,79948,Short Term,7410,230147,4372.66,8.9,NA,11,0,110086,242792
Fully Paid,67298,Short Term,,,20289.53,22.5,34,9,1,170601,302962
Charged Off,767690,Short Term,7310,1629098,14118.71,16.8,NA,6,0,167371,250074
Fully Paid,328350,Short Term,745,1343243,11529.39,19.4,NA,7,0,373958,600578
Fully Paid,380622,Long Term,657,969665,26665.74,10.6,NA,5,0,305482,377102
Fully Paid,281710,Short Term,728,831953,12964.46,18,52,12,0,461415,907104
Charged Off,418572,Long Term,7040,1201788,23935.63,16.6,NA,18,1,232522,333608
Fully Paid,332552,Long Term,,,18093.32,26.9,NA,9,0,324539,650122
Fully Paid,161656,Short Term,749,874874,12226.5,16.1,19,10,0,159676,394218
Fully Paid,99999999,Short Term,731,1307124,13724.84,11.2,NA,7,0,273182,266024
Fully Paid,87274,Short Term,719,753692,4013.37,8.2,NA,8,0,101042,259424
Charged Off,456126,Short Term,,,23213.82,18.6,NA,8,0,333640,519244
Fully Paid,294580,Short Term,744,1734624,8051.63,17.8,6,12,0,229007,433290
Fully Paid,99999999,Short Term,747,1025487,16066.02,40.3,NA,24,0,536199,4166844
Fully Paid,526196,Short Term,,,24808.49,20.1,12,12,0,443840,1072918
Fully Paid,39138,Short Term,731,751336,10894.41,10.6,27,11,0,77539,302302
Fully Paid,516978,Long Term,712,1261809,15457.07,11,NA,15,0,179208,256190
Fully Paid,178882,Short Term,,,8535.75,8,NA,20,0,129637,498696
Charged Off,327404,Short Term,,,26012.9,17,NA,12,0,246525,406032
Fully Paid,90112,Short Term,,,13879.88,13.1,11,3,0,304,32780
Fully Paid,449724,Short Term,720,925946,6643.54,9.2,NA,10,1,170069,449570
Fully Paid,260436,Long Term,734,1244272,11924.21,28.4,26,12,0,189696,625812
Fully Paid,260810,Short Term,,,13076.56,19,NA,11,1,180329,258742
Charged Off,539176,Long Term,7120,1154801,14338.54,13.9,NA,7,0,256025,726594
Fully Paid,756844,Short Term,,,25198.94,26.9,NA,10,0,876147,1147586
Fully Paid,264396,Short Term,737,1712565,19980.02,21.9,49,13,0,380665,1075052
Charged Off,242264,Short Term,744,584345,12417.45,21.7,NA,10,0,212306,836154
Charged Off,444752,Long Term,7060,1920520,43371.68,16.1,72,22,0,353362,611578
Fully Paid,251196,Short Term,740,1051536,23133.83,48.7,20,16,0,300295,452716
Charged Off,224312,Short Term,700,678034,13052.24,12.8,64,13,0,240863,639650
Fully Paid,222728,Long Term,615,905160,18706.64,16.2,49,9,0,64676,135432
Fully Paid,266882,Short Term,,,20287.44,23.4,49,12,0,255018,853402
Fully Paid,450648,Short Term,737,1634627,10570.65,32.5,20,6,1,93252,151008
Fully Paid,500302,Short Term,,,13520.59,15,NA,8,0,232142,732424
Fully Paid,407528,Long Term,711,928226,18487.38,11.1,NA,5,0,263093,333652
Fully Paid,152372,Short Term,697,845937,2876.22,8.8,46,10,0,56943,215468
Fully Paid,704946,Short Term,717,1352914,27960.21,30,NA,16,0,792623,1456752
Fully Paid,152372,Short Term,697,845937,2876.22,8.8,46,10,0,56943,215468
Fully Paid,630234,Short Term,,,32910.85,15.6,NA,13,0,1060846,1305370
Fully Paid,87472,Short Term,695,679896,6872.68,10.2,NA,4,0,19912,133210
Charged Off,178046,Short Term,,,18759.08,23.3,NA,11,0,119757,360184
Fully Paid,155738,Short Term,,,6654.75,19.4,10,7,1,125039,275748
Charged Off,234036,Short Term,703,665798,11263.01,17,39,13,0,242098,308396
Fully Paid,99999999,Long Term,615,1282462,40611.36,22.9,NA,21,0,1238287,1740046
Fully Paid,223146,Short Term,719,573819,10902.58,22.6,NA,9,1,77159,192544
Fully Paid,649902,Long Term,695,1309651,6810.17,26,74,7,0,300884,361768
Fully Paid,214632,Short Term,722,1448237,33188.63,15,10,25,0,485982,970200
Fully Paid,99999999,Long Term,710,1733788,39443.43,35.6,69,23,0,761254,1620344
Charged Off,207636,Short Term,,,15330.53,19.7,8,9,0,184281,254936
Fully Paid,99999999,Long Term,693,1885959,8046.88,21.8,35,10,0,315932,923758
Fully Paid,396286,Short Term,741,2528767,17111.4,28.9,4,11,0,174781,535414
Charged Off,268664,Short Term,727,899954,17324.2,19.5,NA,13,0,223725,460130
Fully Paid,405746,Short Term,742,1168044,21511.42,13.8,NA,9,1,286748,378598
Fully Paid,188166,Short Term,747,2408554,7587.08,16.5,NA,7,1,85975,143440
Fully Paid,358578,Short Term,711,1509721,3157.8,13.7,NA,3,0,58862,91850
Fully Paid,94534,Short Term,718,777556,12894.35,8.7,NA,8,0,49286,72050
Fully Paid,767624,Short Term,733,2083825,22574.85,12.6,NA,12,0,434910,1243396
Fully Paid,403964,Short Term,744,1763561,17929.35,18.4,NA,11,0,389101,843678
Fully Paid,531168,Long Term,724,1834944,23242.7,38,75,16,0,534033,942612
Fully Paid,390896,Short Term,735,804460,11932.95,26.3,NA,14,1,335027,1251360
Fully Paid,134794,Short Term,736,927523,11439.33,16.8,49,7,1,72371,130306
Fully Paid,99999999,Short Term,741,1157328,9007.9,13.7,NA,10,1,159714,469348
Fully Paid,134596,Short Term,723,1356201,18308.78,21.5,10,19,0,286596,707586
Fully Paid,311850,Long Term,723,694564,12270.77,18.8,NA,6,0,167238,338536
Fully Paid,99999999,Short Term,722,1450441,15229.64,14,37,10,0,439812,816134
Fully Paid,429000,Short Term,746,926250,27015.53,28.5,NA,8,0,473708,746240
Charged Off,215446,Short Term,7200,1308283,11992.61,22,27,13,0,139479,192940
Fully Paid,375650,Short Term,724,768398,12857.68,19,NA,10,0,254391,435072
Fully Paid,762696,Long Term,656,6906766,86334.48,31.2,NA,13,0,1376474,1728650
Fully Paid,267872,Long Term,,,19439.85,20.5,NA,10,0,673512,1687994
Charged Off,781022,Long Term,653,2004253,35993.22,26.4,48,17,0,622554,1115862
Fully Paid,99999999,Long Term,700,410020,1144.56,13.9,NA,1,0,94202,173976
Fully Paid,216832,Long Term,,,25920.56,14,15,8,1,97052,197164
Fully Paid,99999999,Long Term,707,1208324,18527.66,12.8,45,17,0,631788,1213190
Charged Off,131934,Short Term,717,531734,16395.1,8.4,NA,9,0,120612,160512
Fully Paid,99999999,Short Term,738,2081792,21511.99,25.6,27,10,0,163153,227612
Fully Paid,99999999,Short Term,745,665608,14754.07,15.5,55,5,0,231553,376552
Fully Paid,556996,Short Term,733,4521715,44086.65,27,40,18,0,106001,1157904
Fully Paid,158026,Short Term,716,1091854,11009.55,14.3,7,7,0,87438,188540
Fully Paid,773388,Short Term,,,32008.73,29.2,NA,8,0,1515592,2321308
Fully Paid,130746,Short Term,734,1018590,16891.57,22.8,29,7,1,41230,191686
Fully Paid,208670,Short Term,703,566124,3811.97,11.7,NA,7,0,171779,264506
Fully Paid,298166,Short Term,717,2247396,35583.77,19.5,NA,22,1,50825,159060
Fully Paid,267784,Long Term,689,1638104,48050.62,12.2,20,10,0,60325,403722
Fully Paid,430012,Short Term,723,1392662,21470,16,NA,21,0,597360,2034340
Charged Off,44022,Short Term,666,910727,19808.26,22.5,24,8,0,419748,514866
Charged Off,140888,Short Term,693,1166296,7396.32,16.4,NA,6,0,1254,145244
Fully Paid,260216,Long Term,664,1685547,17698.31,14.8,NA,12,1,71041,301290
Fully Paid,151602,Short Term,739,1084805,7204.99,10.7,61,6,0,69331,395472
Fully Paid,311608,Short Term,,,19115.14,15.9,NA,8,0,120460,255464
Fully Paid,99999999,Short Term,737,1324452,23619.47,12.8,25,30,0,108908,298100
Charged Off,220770,Short Term,705,571995,10915.5,21.3,NA,6,0,93043,139018
Fully Paid,176220,Short Term,717,1027235,9330.71,25.5,NA,7,1,99294,283888
Fully Paid,99999999,Short Term,700,730588,6149.16,9.2,60,7,0,38437,202268
Fully Paid,130988,Short Term,,,15955.25,14.5,NA,11,0,231610,360448
Fully Paid,99999999,Short Term,723,898092,22976.13,18.3,NA,13,1,187777,396044
Fully Paid,324346,Short Term,742,954370,17019.63,10,34,17,0,121448,404096
Fully Paid,99999999,Short Term,729,594301,8468.87,35.9,20,12,0,220001,434698
Fully Paid,259138,Short Term,751,2517804,14687.19,18.8,37,11,0,138491,1252878
Charged Off,32450,Short Term,711,653904,11770.12,8.2,34,11,0,129656,231308
Fully Paid,455906,Long Term,727,3562348,49576.13,19.4,NA,14,0,974415,1399838
Fully Paid,99999999,Short Term,727,2299836,34305.83,12.5,60,11,0,30932,99770
Charged Off,388168,Short Term,744,2234856,40041.17,21,18,9,0,681587,896852
Fully Paid,99999999,Short Term,743,2278632,32850.24,14.5,38,12,0,444315,1309066
Charged Off,261492,Short Term,732,463258,8724.61,9.9,NA,9,0,134862,281358
Fully Paid,171776,Short Term,747,1168272,11293.22,11.4,NA,4,0,82270,118030
Fully Paid,648516,Short Term,730,1400205,21353.15,19,69,8,0,265905,332156
Fully Paid,214962,Short Term,745,540607,7703.74,19.4,NA,7,0,114247,399652
Fully Paid,448932,Short Term,738,1473317,17557.14,14.7,25,10,0,160569,321112
Fully Paid,764918,Long Term,,,17232.43,16.5,NA,7,0,333735,1146706
Fully Paid,99999999,Short Term,748,902538,14688.71,26.5,NA,6,0,3173,244750
Fully Paid,447524,Short Term,741,2705486,29985.8,29,NA,9,0,485697,962984
Charged Off,484968,Long Term,733,1523040,30587.72,16.8,NA,13,0,491359,1338656
Charged Off,129756,Short Term,745,1270036,25675.84,26.5,NA,9,0,684893,858242
Charged Off,221320,Short Term,740,860130,5390.11,14,21,11,1,117952,378334
Fully Paid,66572,Short Term,747,785707,13618.82,8.3,NA,7,0,16302,132990
Fully Paid,462792,Short Term,749,2207743,19869.63,24.3,NA,11,0,710334,1815682
Fully Paid,222574,Short Term,,,19798.95,25.7,NA,11,0,81396,1847802
Charged Off,752004,Long Term,,,21714.15,20.1,3,11,0,572356,864028
Charged Off,445632,Long Term,680,877059,12205.6,33.5,12,9,0,344584,701206
Charged Off,219054,Short Term,723,1067154,24455.66,15.4,29,8,0,100814,130284
Fully Paid,99999999,Short Term,735,799292,15253.01,11.2,NA,6,0,195149,269984
Fully Paid,132616,Short Term,743,1527144,40342.32,22.4,25,16,0,159030,814770
Fully Paid,590986,Long Term,613,1156511,22060.52,14.1,NA,11,0,268926,331254
Fully Paid,96800,Short Term,712,371564,6874.01,14.1,65,14,0,177688,340054
Fully Paid,43054,Short Term,747,490713,8346.32,21.7,81,10,0,75962,240988
Charged Off,321420,Short Term,7450,1542192,12106.23,21.4,39,4,0,121657,145068
Fully Paid,88374,Short Term,,,18904.81,15.8,4,14,1,50996,260128
Fully Paid,483098,Long Term,698,1467978,33396.3,16.3,NA,43,0,719283,1091552
Charged Off,244398,Short Term,,,4844.24,13.3,NA,7,0,190456,371250
Charged Off,423676,Short Term,,,97671.02,19.7,33,22,0,676951,917840
Fully Paid,99999999,Short Term,747,4995328,30471.44,14.3,NA,11,0,1046672,1702162
Fully Paid,215138,Short Term,,,11380.24,18.1,66,9,1,289199,350636
Fully Paid,782408,Short Term,,,69227.64,33.4,NA,12,0,246658,531828
Fully Paid,257554,Short Term,732,885096,11211.14,21.6,NA,4,0,197239,302478
Fully Paid,268752,Short Term,747,812364,6654.56,15.3,NA,9,0,278103,615692
Fully Paid,147400,Short Term,745,2314428,20058.3,19.8,NA,8,0,40603,528198
Fully Paid,263428,Short Term,,,12417.64,13.6,52,5,1,82023,412984
Fully Paid,444400,Short Term,,,1367.24,9,NA,7,0,57494,443806
Fully Paid,387288,Short Term,740,2489988,18571.17,11.1,NA,12,0,167276,430408
Fully Paid,682858,Short Term,,,33470.4,29.5,35,7,0,482771,746306
Fully Paid,234762,Short Term,731,784833,5958.21,14.1,NA,4,1,88122,123398
Fully Paid,107844,Short Term,,,16912.47,31.3,NA,12,0,239058,423896
Charged Off,259754,Long Term,,,21872.04,13.1,11,13,0,209551,441144
Fully Paid,264836,Long Term,703,1277066,14473.44,17.2,NA,7,0,40280,249370
Fully Paid,223102,Short Term,724,1965322,20799.68,31,NA,4,0,233472,299046
Fully Paid,748154,Short Term,668,7669160,12078.87,20.9,NA,7,1,46721,314556
Fully Paid,434896,Long Term,723,1032878,20657.56,18.6,NA,12,1,313595,459052
Fully Paid,156552,Short Term,720,1840397,31440.25,19.1,45,10,0,258400,406538
Fully Paid,132000,Short Term,713,440895,6797.06,11.9,NA,11,0,207347,301246
Fully Paid,358116,Long Term,721,1507783,34679.18,19,NA,7,0,760399,928774
Fully Paid,224598,Short Term,,,16325.94,30.5,7,22,0,107616,2009788
Charged Off,108130,Long Term,7300,672372,7883.48,13.4,53,6,0,216068,674366
Charged Off,526460,Long Term,688,1041979,28306.96,30.8,NA,20,0,157434,197494
Fully Paid,608014,Short Term,709,1067686,16460.08,18.1,13,7,0,88084,352946
Charged Off,435864,Long Term,,,15429.9,17.3,34,19,0,338485,928730
Fully Paid,436524,Long Term,,,11100.18,20,7,17,0,364192,2652232
Charged Off,288354,Long Term,618,2298696,33331.13,15.5,NA,18,0,657913,1429230
Fully Paid,132462,Short Term,691,781736,4156.06,15.6,NA,4,1,82517,203302
Fully Paid,99999999,Short Term,747,805030,7781.83,18.2,53,19,0,152969,487938
Fully Paid,99999999,Short Term,716,2197901,21429.53,27.7,NA,8,1,40945,49390
Fully Paid,306482,Short Term,740,1134414,22688.28,19.6,41,12,0,194389,389400
Fully Paid,246620,Long Term,,,12994.86,32.2,NA,9,0,202559,264110
Fully Paid,327866,Short Term,726,1359108,5742.18,16.2,70,11,0,164958,427306
Fully Paid,99999999,Short Term,739,1029439,12696.18,14.5,20,13,0,76760,305426
Fully Paid,99999999,Long Term,719,1090543,26718.18,20.9,NA,15,0,264461,407176
Fully Paid,110044,Short Term,729,1478637,27601.49,17,NA,16,0,364933,523600
Fully Paid,99999999,Short Term,748,758556,9165.79,15.3,NA,7,1,154299,271920
Fully Paid,131560,Short Term,740,1488479,36467.65,21.9,NA,25,0,295317,697818
Fully Paid,757768,Long Term,739,4674475,71285.72,16,3,12,0,475133,883058
Fully Paid,109714,Short Term,744,1629744,4875.59,14.5,NA,6,0,188423,571142
Fully Paid,111980,Short Term,722,1160520,28916.29,22.5,NA,9,0,320131,685168
Charged Off,248402,Short Term,,,7943.52,9.5,NA,11,0,261991,369512
Fully Paid,774246,Short Term,736,2838543,40685.84,20.1,NA,15,0,752590,1158784
Fully Paid,130152,Short Term,,,9727.62,21.3,NA,6,0,109972,436084
Charged Off,337436,Short Term,7300,687971,12326.06,17.9,14,13,0,385890,1008612
Fully Paid,351714,Short Term,740,837235,6551.2,9.5,NA,6,0,204858,422092
Fully Paid,110462,Short Term,738,1526384,5075.28,23.4,69,6,0,175864,245344
Fully Paid,266926,Short Term,749,922127,10066.58,38.3,70,17,0,234346,673332
Charged Off,48884,Short Term,,,7996.72,13.8,24,11,0,157472,224554
Charged Off,560956,Short Term,664,1637059,44746.33,17.6,8,13,0,380779,567446
Fully Paid,99999999,Short Term,700,1489771,23141.24,14,1,11,0,65626,926706
Fully Paid,337150,Long Term,721,1119936,15959.05,12.5,15,9,0,166573,484594
Charged Off,225082,Short Term,,,26566.56,32.4,25,18,0,130568,1511884
Fully Paid,447172,Short Term,,,21546.38,16.5,NA,12,0,673512,1830642
Fully Paid,156090,Short Term,706,1872260,25275.51,18.5,12,8,0,541386,698060
Fully Paid,172040,Short Term,748,670985,10847.48,14.7,NA,6,0,12901,164186
Fully Paid,150788,Short Term,739,2009326,11787.98,31,NA,4,0,51338,540320
Charged Off,225192,Short Term,,,24796.71,19.7,NA,8,0,113487,238898
Charged Off,214698,Short Term,,,10241.19,29.9,NA,9,0,297540,648824
Fully Paid,263318,Short Term,738,707085,12962.94,14.8,18,10,0,232940,451770
Fully Paid,177584,Short Term,,,19631.18,14.5,NA,12,1,270104,415316
Fully Paid,552750,Long Term,723,954750,3389.41,29.2,NA,12,0,169404,797390
Fully Paid,99999999,Long Term,727,1857060,33427.08,15.3,NA,13,0,443954,580844
Fully Paid,762454,Short Term,695,1467484,10199.01,17.4,54,6,0,129884,674454
Fully Paid,304062,Long Term,636,2344600,9163.51,14.8,21,15,0,440838,743006
Fully Paid,230362,Long Term,731,1013479,24306.7,22,NA,16,0,542735,1114234
Charged Off,280588,Short Term,,,17005.19,15,NA,11,0,111226,163856
Fully Paid,87428,Short Term,743,692474,7444.2,10.7,NA,15,0,106799,464882
Fully Paid,397430,Long Term,,,17517.62,11.4,NA,9,0,351177,1213828
Fully Paid,153868,Short Term,741,2183043,49482.08,24,38,15,0,688655,887986
Fully Paid,99999999,Short Term,733,1381528,13009.49,18.4,NA,8,0,411464,622776
Fully Paid,132704,Short Term,746,1375391,12493.07,15.5,53,11,0,129808,356158
Fully Paid,316998,Long Term,702,836494,19936.7,25.6,NA,17,0,293778,499532
Fully Paid,387904,Long Term,,,3782.52,22.1,NA,13,1,72238,344256
Fully Paid,121440,Short Term,731,749132,17479.62,18.6,22,15,0,95456,504702
Fully Paid,178640,Short Term,705,1292095,12274.95,20.1,NA,4,1,140885,290246
Fully Paid,671836,Short Term,707,1318695,18022.26,21.1,31,9,0,146965,348700
Fully Paid,588962,Long Term,678,1412897,16719.24,18.5,NA,13,0,424498,785202
Fully Paid,175010,Short Term,703,785973,9890.26,12.1,NA,5,0,182115,234036
Fully Paid,429440,Long Term,674,1383599,11760.62,33.5,49,9,0,206853,318076
Fully Paid,777084,Long Term,725,3355970,26623.94,26.7,NA,13,0,3276284,145907344
Fully Paid,109582,Short Term,744,1514224,10637.34,10.1,NA,7,0,23294,85382
Fully Paid,483604,Long Term,731,1213853,20938.76,31.3,49,17,0,310802,624800
Charged Off,341308,Short Term,741,669503,9317.22,11.4,NA,6,0,379601,646404
Fully Paid,152416,Short Term,747,637241,12521.76,19.8,NA,9,1,120118,221122
Fully Paid,327426,Long Term,713,3676101,38292.79,29.8,49,13,0,429115,661628
Charged Off,78298,Short Term,,,16590.23,9.4,NA,8,0,237272,282656
Fully Paid,77000,Short Term,711,674044,9942.32,20.2,NA,5,1,70794,160710
Charged Off,535920,Long Term,7430,1253525,14310.99,27.5,NA,16,0,478857,2291212
Fully Paid,266068,Short Term,,,2970.46,20.7,52,13,1,97717,241758
Fully Paid,553916,Long Term,594,2009174,29451.14,27.8,NA,10,0,579443,680460
Fully Paid,349932,Short Term,721,3602153,16029.54,20,15,17,0,68989,275462
Charged Off,134992,Short Term,728,437209,9691.33,7.7,NA,5,0,102315,180048
Fully Paid,765226,Short Term,726,2643508,34806.1,8.6,NA,9,0,484937,754710
Fully Paid,122870,Short Term,687,2548432,52667.62,13.5,50,17,0,363318,585926
